mapping_id,question_id,confidence,confidence_band,framework_control_key,framework_control_title,preferred_workspace_control_id,status,domain_tags,question_text
2279,2205,0.0,0.00,,,,suggested,,are etcd databases secured
2280,2206,0.399,0.39-0.59,CC7.4,"Logging, Retention, and Incident Handling",53,suggested,logging,are cluster logs centralized
2281,2207,0.0,0.00,,,,suggested,,are nodes hardened
2282,2208,0.0,0.00,,,,suggested,,are unused services disabled
2283,2209,0.399,0.39-0.59,CC7.4,"Logging, Retention, and Incident Handling",53,suggested,logging,are logs centralized
2284,2210,0.354,0.01-0.38,164.312-b,Audit Controls,21,suggested,logging,are logs correlated across systems
2285,2211,0.0,0.00,,,,suggested,logging,are siem tools used
2286,2212,0.399,0.39-0.59,CC7.4,"Logging, Retention, and Incident Handling",53,suggested,,are anomaly detections implemented
2287,2213,0.0,0.00,,,,suggested,,are alerts prioritized by severity
2288,2214,0.0,0.00,,,,suggested,,are alerts actionable
2289,2215,0.0,0.00,,,,suggested,,are playbooks automated
2290,2216,0.354,0.01-0.38,ISO-DEV-A-16-1,Incident Management (dev theme),45,suggested,incident,are incidents tracked in a system
2291,2217,0.0,0.00,,,,suggested,,are metrics dashboards used
2292,2218,0.354,0.01-0.38,RS.MA-01,Incident Management,32,suggested,incident,are response slas defined
2293,2219,0.0,0.00,,,,suggested,,are alerts tested regularly
2294,2220,0.354,0.01-0.38,DE.CM-01,Continuous Monitoring,31,suggested,,are detection rules updated
2295,2221,0.0,0.00,,,,suggested,,are false positives minimized
2296,2222,0.399,0.39-0.59,CC7.4,"Logging, Retention, and Incident Handling",53,suggested,logging,are logs immutable
2297,2223,0.0,0.00,,,,suggested,,are threat intelligence feeds integrated
2298,2224,0.0,0.00,,,,suggested,,are cloud configurations audited continuously
2299,2225,0.0,0.00,,,,suggested,,are cspm tools used
2300,2226,0.399,0.39-0.59,PR.IP-01,Change and Configuration Management,36,suggested,,are compliance baselines enforced
2301,2227,0.418,0.39-0.59,CC1.1,Integrity and Ethical Values,1,suggested,governance,are policy violations auto-remediated
2302,2228,0.0,0.00,,,,suggested,,are compliance reports generated
2303,2229,0.418,0.39-0.59,CC1.1,Integrity and Ethical Values,1,suggested,governance,are tags used for governance
2304,2230,0.0,0.00,CC1.1,Integrity and Ethical Values,1,suggested,,are cost/security tied together
2305,2231,0.399,0.39-0.59,CC6.1,Logical and Physical Access Controls,2,suggested,,are cloud accounts segmented
2306,2232,0.354,0.01-0.38,PR.AA-05,Access Control and Authentication,27,suggested,,are admin roles restricted
2307,2233,0.399,0.39-0.59,ISO-DEV-A-6-1,Roles and Screening (dev theme),42,suggested,,are shadow it resources detected
2308,2234,0.492,0.39-0.59,RC.RP-01,Recovery Planning,34,suggested,dr_backup,are backups automated
2309,2235,0.492,0.39-0.59,RC.RP-01,Recovery Planning,34,suggested,dr_backup,are backups cross-region
2310,2236,0.492,0.39-0.59,RC.RP-01,Recovery Planning,34,suggested,dr_backup,are backups tested
2311,2237,0.0,0.00,,,,suggested,,are failovers automated
2312,2238,0.0,0.00,,,,suggested,,are dr drills performed
2313,2239,0.0,0.00,,,,suggested,,are rto/rpo defined
2314,2240,0.0,0.00,,,,suggested,,are dependencies mapped
2315,2241,0.354,0.01-0.38,164.312-b,Audit Controls,21,suggested,,are fallback systems documented
2316,2242,0.0,0.00,,,,suggested,,are outages simulated
2317,2243,0.418,0.39-0.59,RC.RP-01,Recovery Planning,34,suggested,logging;dr_backup,are recovery logs maintained
2318,2244,0.373,0.01-0.38,CC6.6,Encryption and Data Protection,50,suggested,,are ai services isolated from sensitive data
2319,2245,0.0,0.00,,,,suggested,,are llm outputs filtered
2320,2246,0.418,0.39-0.59,164.400-theme,Breach Response (theme),23,suggested,,are prompt injection attacks mitigated
2321,2247,0.0,0.00,,,,suggested,,are embeddings secured
2322,2248,0.418,0.39-0.59,CC6.1,Logical and Physical Access Controls,2,suggested,iam_access,are vector databases access-controlled
2323,2249,0.399,0.39-0.59,CC7.4,"Logging, Retention, and Incident Handling",53,suggested,logging,are ai logs monitored
2324,2250,0.0,0.00,,,,suggested,,are ai hallucinations mitigated
2325,2251,0.354,0.01-0.38,PR.IP-01,Change and Configuration Management,36,suggested,,are models version-controlled
2326,2252,0.0,0.00,,,,suggested,,are datasets protected
2327,2253,0.0,0.00,,,,suggested,,are adversarial attacks tested
2328,2094,0.0,0.00,,,,suggested,,"which cloud providers do you use? (aws, azure, gcp)"
2330,2096,0.354,0.01-0.38,RC.RP-01,Recovery Planning,34,suggested,,are environments separated (dev/test/staging/prod)
2331,2097,0.399,0.39-0.59,CC8.1,Change Management,54,suggested,,"is infrastructure defined using iac (terraform, cloudformation)"
2332,2098,0.0,0.00,,,,suggested,,are architecture diagrams updated regularly
2333,2099,0.0,0.00,,,,suggested,,are high-availability zones used
2334,2100,0.354,0.01-0.38,CC6.1,Logical and Physical Access Controls,2,suggested,,are multi-region deployments implemented
2335,2101,0.0,0.00,,,,suggested,,is autoscaling configured
2336,2102,0.0,0.00,,,,suggested,,are microservices used
2337,2103,0.0,0.00,,,,suggested,,are services containerized
2338,2104,0.0,0.00,,,,suggested,,do you use kubernetes or orchestration tools
2339,2105,0.399,0.39-0.59,CC2.2,Communication and Training,48,suggested,,is service-to-service communication secured
2340,2106,0.0,0.00,,,,suggested,,are internal apis authenticated
2341,2107,0.354,0.01-0.38,HITRUST-DEV-AC-01,Access Control (dev theme),37,suggested,,is zero trust architecture implemented
2342,2108,0.354,0.01-0.38,PR.DS-02,Data-in-Transit Protection,29,suggested,,are network trust boundaries minimized
2343,2109,0.0,0.00,,,,suggested,iam_access,is centralized iam used
2344,2110,0.418,0.39-0.59,PR.AA-05,Access Control and Authentication,27,suggested,iam_access,are all identities verified before access
2345,2111,0.855,0.60+,CC6.1,Logical and Physical Access Controls,2,suggested,iam_access,is least privilege enforced
2346,2112,0.354,0.01-0.38,GV.PO-02,Policies and Procedures,24,suggested,iam_access,are iam roles used instead of static credentials
2347,2113,0.0,0.00,,,,suggested,,are temporary credentials used (sts)
2348,2114,0.0,0.00,,,,suggested,,are api keys rotated automatically
2349,2115,0.437,0.39-0.59,HITRUST-DEV-AC-01,Access Control (dev theme),37,suggested,iam_access,is mfa enforced across all systems
2350,2116,0.399,0.39-0.59,164.308-a5,Security Awareness and Training,18,suggested,,are service identities separated from user identities
2351,2117,0.0,0.00,,,,suggested,,are machine identities managed securely
2352,2118,0.537,0.39-0.59,CC6.1,Logical and Physical Access Controls,2,suggested,iam_access,are access policies audited regularly
2353,2119,0.418,0.39-0.59,CC6.1,Logical and Physical Access Controls,2,suggested,logging;iam_access,are privilege escalations logged
2354,2120,0.354,0.01-0.38,CC6.1,Logical and Physical Access Controls,2,suggested,,are break-glass accounts controlled
2355,2121,0.354,0.01-0.38,HITRUST-DEV-AC-01,Access Control (dev theme),37,suggested,,is device trust enforced (zero trust endpoint checks)
2356,2122,0.0,0.00,,,,suggested,,are session durations limited
2357,2123,0.418,0.39-0.59,CC6.1,Logical and Physical Access Controls,2,suggested,iam_access,are identity providers integrated (sso)
2358,2124,0.0,0.00,,,,suggested,,are vpcs/vnets segmented
2359,2125,0.0,0.00,,,,suggested,,are subnets classified (public/private)
2360,2126,0.0,0.00,CC1.1,Integrity and Ethical Values,1,suggested,,are security groups/firewalls restrictive by default
2361,2127,0.0,0.00,,,,suggested,,are ingress/egress rules limited
2362,2128,0.0,0.00,,,,suggested,,are load balancers secured
2363,2129,0.418,0.39-0.59,PR.DS-02,Data-in-Transit Protection,29,suggested,encryption,is tls enforced everywhere
2364,2130,0.0,0.00,,,,suggested,,are private endpoints used
2365,2131,0.354,0.01-0.38,CC6.1,Logical and Physical Access Controls,2,suggested,,is east-west traffic controlled
2366,2132,0.354,0.01-0.38,DE.CM-01,Continuous Monitoring,31,suggested,logging,are network logs enabled
2367,2133,0.0,0.00,,,,suggested,,is dns filtering implemented
2438,2204,0.0,0.00,,,,suggested,,are cluster configurations audited
2439,2205,0.0,0.00,,,,suggested,,are etcd databases secured
2440,2206,0.406,0.39-0.59,HITRUST-DEV-LOG-01,Logging and Monitoring (dev theme),39,suggested,logging,are cluster logs centralized
2441,2207,0.0,0.00,,,,suggested,,are nodes hardened
2442,2208,0.0,0.00,,,,suggested,,are unused services disabled
2443,2209,0.406,0.39-0.59,HITRUST-DEV-LOG-01,Logging and Monitoring (dev theme),39,suggested,logging,are logs centralized
2444,2210,0.406,0.39-0.59,HITRUST-DEV-LOG-01,Logging and Monitoring (dev theme),39,suggested,logging,are logs correlated across systems
2445,2211,0.639,0.60+,PR.PS-04,Log Management,30,suggested,logging,are siem tools used
2446,2212,0.497,0.39-0.59,CC7.2,System Monitoring,3,suggested,,are anomaly detections implemented
2451,2217,0.0,0.00,,,,suggested,,are metrics dashboards used
2452,2218,0.354,0.01-0.38,RS.MA-01,Incident Management,32,suggested,incident,are response slas defined
2453,2219,0.0,0.00,,,,suggested,,are alerts tested regularly
2454,2220,0.354,0.01-0.38,DE.CM-01,Continuous Monitoring,31,suggested,,are detection rules updated
2455,2221,0.0,0.00,,,,suggested,,are false positives minimized
2456,2222,0.399,0.39-0.59,CC7.4,"Logging, Retention, and Incident Handling",53,suggested,logging,are logs immutable
2457,2223,0.0,0.00,,,,suggested,,are threat intelligence feeds integrated
2458,2224,0.0,0.00,,,,suggested,,are cloud configurations audited continuously
2459,2225,0.0,0.00,,,,suggested,,are cspm tools used
2460,2226,0.399,0.39-0.59,PR.IP-01,Change and Configuration Management,36,suggested,,are compliance baselines enforced
2461,2227,0.418,0.39-0.59,CC1.1,Integrity and Ethical Values,1,suggested,governance,are policy violations auto-remediated
2462,2228,0.0,0.00,,,,suggested,,are compliance reports generated
2463,2229,0.418,0.39-0.59,CC1.1,Integrity and Ethical Values,1,suggested,governance,are tags used for governance
2464,2230,0.0,0.00,CC1.1,Integrity and Ethical Values,1,suggested,,are cost/security tied together
2465,2231,0.399,0.39-0.59,CC6.1,Logical and Physical Access Controls,2,suggested,,are cloud accounts segmented
2466,2232,0.354,0.01-0.38,PR.AA-05,Access Control and Authentication,27,suggested,,are admin roles restricted
2467,2233,0.399,0.39-0.59,ISO-DEV-A-6-1,Roles and Screening (dev theme),42,suggested,,are shadow it resources detected
2468,2234,0.492,0.39-0.59,RC.RP-01,Recovery Planning,34,suggested,dr_backup,are backups automated
2469,2235,0.492,0.39-0.59,RC.RP-01,Recovery Planning,34,suggested,dr_backup,are backups cross-region
2470,2236,0.492,0.39-0.59,RC.RP-01,Recovery Planning,34,suggested,dr_backup,are backups tested
2471,2237,0.0,0.00,,,,suggested,,are failovers automated
2473,2239,0.0,0.00,,,,suggested,,are rto/rpo defined
2488,2094,0.0,0.00,,,,suggested,,"which cloud providers do you use? (aws, azure, gcp)"
2489,2095,0.354,0.01-0.38,GV.PO-02,Policies and Procedures,24,suggested,,is your architecture documented (diagrams available)
2168,2094,0.0,0.00,,,,suggested,,"which cloud providers do you use? (aws, azure, gcp)"
2329,2095,0.354,0.01-0.38,GV.PO-02,Policies and Procedures,24,suggested,,is your architecture documented (diagrams available)
2490,2096,0.392,0.39-0.59,CC8.1,Change Management,54,suggested,,are environments separated (dev/test/staging/prod)
2491,2097,0.671,0.60+,CC8.1,Change Management,54,suggested,,"is infrastructure defined using iac (terraform, cloudformation)"
2492,2098,0.0,0.00,,,,suggested,,are architecture diagrams updated regularly
2493,2099,0.354,0.01-0.38,GV.RM-01,Risk Management Strategy,26,suggested,,are high-availability zones used
2494,2100,0.354,0.01-0.38,CC6.1,Logical and Physical Access Controls,2,suggested,,are multi-region deployments implemented
2495,2101,0.0,0.00,,,,suggested,,is autoscaling configured
2496,2102,0.399,0.39-0.59,PR.PS-04,Log Management,30,suggested,,are microservices used
2497,2103,0.0,0.00,,,,suggested,,are services containerized
2498,2104,0.0,0.00,,,,suggested,,do you use kubernetes or orchestration tools
2499,2105,0.397,0.39-0.59,CC6.7,Transmission and Network Protections,51,suggested,,is service-to-service communication secured
2500,2106,0.0,0.00,,,,suggested,,are internal apis authenticated
2501,2107,0.456,0.39-0.59,CC6.7,Transmission and Network Protections,51,suggested,,is zero trust architecture implemented
2502,2108,0.545,0.39-0.59,CC6.7,Transmission and Network Protections,51,suggested,,are network trust boundaries minimized
2503,2109,0.478,0.39-0.59,CC6.1,Logical and Physical Access Controls,2,suggested,iam_access,is centralized iam used
2504,2110,0.418,0.39-0.59,CC6.1,Logical and Physical Access Controls,2,suggested,iam_access,are all identities verified before access
2505,2111,0.9,0.60+,CC6.1,Logical and Physical Access Controls,2,suggested,iam_access,is least privilege enforced
2506,2112,0.478,0.39-0.59,CC6.1,Logical and Physical Access Controls,2,suggested,iam_access,are iam roles used instead of static credentials
2507,2113,0.399,0.39-0.59,PR.PS-04,Log Management,30,suggested,,are temporary credentials used (sts)
2508,2114,0.418,0.39-0.59,CC6.6,Encryption and Data Protection,50,suggested,,are api keys rotated automatically
2509,2115,0.437,0.39-0.59,CC6.1,Logical and Physical Access Controls,2,suggested,iam_access,is mfa enforced across all systems
2510,2116,0.373,0.01-0.38,CC6.6,Encryption and Data Protection,50,suggested,,are service identities separated from user identities
2511,2117,0.354,0.01-0.38,CC6.1,Logical and Physical Access Controls,2,suggested,,are machine identities managed securely
2512,2118,0.537,0.39-0.59,CC6.1,Logical and Physical Access Controls,2,suggested,iam_access,are access policies audited regularly
2513,2119,0.418,0.39-0.59,CC6.1,Logical and Physical Access Controls,2,suggested,logging;iam_access,are privilege escalations logged
2514,2120,0.354,0.01-0.38,CC6.1,Logical and Physical Access Controls,2,suggested,,are break-glass accounts controlled
2515,2121,0.456,0.39-0.59,CC6.7,Transmission and Network Protections,51,suggested,,is device trust enforced (zero trust endpoint checks)
2516,2122,0.0,0.00,,,,suggested,,are session durations limited
2517,2123,0.52,0.39-0.59,CC6.1,Logical and Physical Access Controls,2,suggested,iam_access,are identity providers integrated (sso)
2518,2124,0.0,0.00,,,,suggested,,are vpcs/vnets segmented
2519,2125,0.0,0.00,,,,suggested,,are subnets classified (public/private)
2520,2126,0.0,0.00,CC6.7,Transmission and Network Protections,51,suggested,,are security groups/firewalls restrictive by default
2521,2127,0.0,0.00,,,,suggested,,are ingress/egress rules limited
2522,2128,0.0,0.00,,,,suggested,,are load balancers secured
2523,2129,0.418,0.39-0.59,164.312-e1,Transmission Security,20,suggested,encryption,is tls enforced everywhere
2524,2130,0.399,0.39-0.59,PR.PS-04,Log Management,30,suggested,,are private endpoints used
2525,2131,0.56,0.39-0.59,CC6.7,Transmission and Network Protections,51,suggested,,is east-west traffic controlled
2526,2132,0.406,0.39-0.59,HITRUST-DEV-LOG-01,Logging and Monitoring (dev theme),39,suggested,logging,are network logs enabled
2611,2217,0.354,0.01-0.38,CC6.1,Logical and Physical Access Controls,2,suggested,,are metrics dashboards used
2612,2218,0.354,0.01-0.38,164.400-theme,Breach Response (theme),23,suggested,incident,are response slas defined
2613,2219,0.354,0.01-0.38,RC.RP-01,Recovery Planning,34,suggested,,are alerts tested regularly
2614,2220,0.45,0.39-0.59,DE.CM-01,Continuous Monitoring,31,suggested,,are detection rules updated
2615,2221,0.0,0.00,,,,suggested,,are false positives minimized
2616,2222,0.406,0.39-0.59,HITRUST-DEV-LOG-01,Logging and Monitoring (dev theme),39,suggested,logging,are logs immutable
2617,2223,0.0,0.00,,,,suggested,,are threat intelligence feeds integrated
2618,2224,0.0,0.00,,,,suggested,,are cloud configurations audited continuously
2619,2225,0.399,0.39-0.59,PR.PS-04,Log Management,30,suggested,,are cspm tools used
2620,2226,0.399,0.39-0.59,PR.IP-01,Change and Configuration Management,36,suggested,,are compliance baselines enforced
2621,2227,0.471,0.39-0.59,CC1.1,Integrity and Ethical Values,1,suggested,governance,are policy violations auto-remediated
2622,2228,0.0,0.00,,,,suggested,,are compliance reports generated
2623,2229,0.471,0.39-0.59,CC1.1,Integrity and Ethical Values,1,suggested,governance,are tags used for governance
2624,2230,0.0,0.00,CC1.1,Integrity and Ethical Values,1,suggested,,are cost/security tied together
2625,2231,0.399,0.39-0.59,CC6.1,Logical and Physical Access Controls,2,suggested,,are cloud accounts segmented
2626,2232,0.354,0.01-0.38,CC6.1,Logical and Physical Access Controls,2,suggested,,are admin roles restricted
2627,2233,0.399,0.39-0.59,ISO-DEV-A-6-1,Roles and Screening (dev theme),42,suggested,,are shadow it resources detected
2628,2234,0.583,0.39-0.59,RC.RP-01,Recovery Planning,34,suggested,dr_backup,are backups automated
2629,2235,0.583,0.39-0.59,RC.RP-01,Recovery Planning,34,suggested,dr_backup,are backups cross-region
2630,2236,0.602,0.60+,RC.RP-01,Recovery Planning,34,suggested,dr_backup,are backups tested
2631,2237,0.0,0.00,PR.IP-01,Change and Configuration Management,36,suggested,,are failovers automated
